created_time,from_id,from_name,message,post_name
2017-07-14T14:43:08+0000,37643921114b4dca2baf,dd808c08a04ab7688e67,outlaw weapons of anykind in the world...America is no longer an example of good living.😊,37643921114b4dca2baf_10154890879532217
2017-07-14T14:37:44+0000,18b56592a135150c755b,be1d0dd71a9b46283c41,We are the last large country with guns and we police the world. What keeps the true power players from taking over if we don't have guns?,18b56592a135150c755b_10154890879532217
2017-07-14T14:43:08+0000,9fa856efbee834634358,a49716604358cffb6e25,"As long as we have minority racist THUGS in America we need our arms...our prisons are full to capacity with over a million scumbags....
As long as this element exist we need to be armed...British people are under attack from the Muslim hordes...raped is out of control in Europe.",9fa856efbee834634358_10154890879532217
2017-07-14T14:42:18+0000,085c65ea97c8d32f5a2a,94d99aaf9312fc2779f2,Freeist and best country in the world?!  Have you ever been outside of it?!,085c65ea97c8d32f5a2a_10154890879532217
2017-07-14T14:39:23+0000,23652cb1ea864838b2dc,3a25b646407f792c6c01,£145 a year for this. Glad I have the option not to pay... oh wait!,23652cb1ea864838b2dc_10154890879532217
2017-07-14T14:44:58+0000,59a9ec656992a4714875,cc744ce9e8fe3108c8d4,"Nobody seems to acknowledge the fact that the second amendment specifies a ""well regulated militia""",59a9ec656992a4714875_10154890879532217
2017-07-14T14:44:55+0000,f00a173de7a5ab54c63b,e9082b5234b44d4b6209,"Renee, erm, what? Been watching the news about the UK lately?",f00a173de7a5ab54c63b_10154890879532217
2017-07-14T14:44:37+0000,f00a173de7a5ab54c63b,e9082b5234b44d4b6209,"Leslie Katherine, buy your own healthcare instead of buying a gun. Simple.",f00a173de7a5ab54c63b_10154890879532217
2017-07-14T14:48:07+0000,222ad85b98cacc7537ef,df0ab2a889f6dfb7f349,"Bob Boschen.  British people under attack from muslim hordes?  I hadn't noticed. There have been a number of attacks by some isolated terrorists, but the Muslim community have been vociferous in denouncing this, and have also opened their doors to victims of whatever religion.  I am British and live in the UK.  Please keep your hate to yourself",222ad85b98cacc7537ef_10154890879532217
2017-07-14T14:55:46+0000,9735fb474794d005dffd,db5d43a6abe219b1b9c0,Another women's March? That's all they ever seem to Do! Have they no home or job?,9735fb474794d005dffd_10154890879532217
2017-07-14T14:46:26+0000,32b8b45ebb007676f97b,c4862f526219a98e1444,Crazy people 😳,32b8b45ebb007676f97b_10154890879532217
2017-07-14T14:48:45+0000,cccfdd98f16f9e50f415,0db64ab5ba4c07414547,"For the ones who claim guns save lives, can you find the data that number of lives saved is more than 40105 lives annually?""All shootings: Some 13,286 people were killed in the US by firearms in 2015, according to the Gun Violence Archive, and 26,819 people were injured"" http://www.bbc.com/news/world-us-canada-34996604",cccfdd98f16f9e50f415_10154890879532217
2017-07-14T15:00:59+0000,518979f518ca9da5e8eb,aff9a6325f7a859a8f8f,"Unless a person practices religiously with their firearm, I think in most cases it would be useless...
And I don't believe the majority of gun owners have done that... getting certified, going to the firing range does not make one competent or confident to own a firearm..if you own, commit to it, otherwise forget it",518979f518ca9da5e8eb_10154890879532217
2017-07-14T15:00:07+0000,5b058565e9612724a1fc,1b9903c04d51f0c432bb,"All they care about is profit, the could careless about the lives been lost, its possible the rights to guns is a law from a primitive time that needs to be changed..",5b058565e9612724a1fc_10154890879532217
2017-07-14T14:54:11+0000,693b2b60fcc558faa486,e8d2680ed1e375a41017,Even gun nuts like me were severely bothered by the recent video. It's almost like someone wants to start a war,693b2b60fcc558faa486_10154890879532217
2017-07-14T14:35:22+0000,389dcf56e696be047ae9,b4011dea5e0c531733d0,NRA ASSOCIATION OF DEATH,389dcf56e696be047ae9_10154890879532217
2017-07-14T14:56:11+0000,6de9693435e3d32f14ed,e8b11248726d5809a8d0,Having guns so freely maybe it's a way of population control... Toddlers killing adults only in the USA,6de9693435e3d32f14ed_10154890879532217
2017-07-14T14:47:47+0000,0a1fad877107c1294d07,c7d6a28262fa549c3556,I am proud of the BBC today!,0a1fad877107c1294d07_10154890879532217
2017-07-14T14:41:54+0000,0f08fcadf86ed36a148a,07ecd7a712c77af9c464,This dude has no idea how ignorant he sounds,0f08fcadf86ed36a148a_10154890879532217
2017-07-14T14:44:48+0000,f2f48b602a476cea0c5a,dc02272f841ba42c3539,Yay European,f2f48b602a476cea0c5a_10154890879532217
2017-07-14T14:59:06+0000,86435265bb9107ef36a2,1c7154ecafbac9873b9c,Love these guys. It should be the right of every human on planet earth to have guns.,86435265bb9107ef36a2_10154890879532217
2017-07-14T14:33:00+0000,58faf660753d7bf7d102,d80c91dabebfcae2244e,GOP/NRA = terrorism.,58faf660753d7bf7d102_10154890879532217
2017-07-14T14:51:28+0000,3cefbf8ef4ada3c3bfb7,01721d21386f2e994b2b,"@Anna Waas: Social scientists (including, but not limited to, criminologists) vary in their definitions and methods over how to calculate Defensive Gun Uses (DGUs). Until we get some good, agreed-upon definitions and methodologies, this is going to be a point of contention. But some of those definitions+methodologies are less, others are at about break-even (to your 40k figure), whereas others even go into the millions.",3cefbf8ef4ada3c3bfb7_10154890879532217
2017-07-14T14:56:40+0000,1e2b9272389a96d5fbf0,fde57247470cde030ba4,The NRA commercial is not controversial.  Trying to silence our 1st Amendment (as per BLM spot) is hypocritical!,1e2b9272389a96d5fbf0_10154890879532217
2017-07-14T14:36:23+0000,fefaba25157cd8722fed,2bcb931c6e4292944770,NRA is base on racism,fefaba25157cd8722fed_10154890879532217
2017-07-14T14:40:19+0000,2c343dfa4c1f0159123a,84f62f285f9b2f14eef8,why have alot of angry icons ?,2c343dfa4c1f0159123a_10154890879532217
2017-07-14T14:32:37+0000,d1a5f760266dda0c5c43,12dbd2a472661b62d827,I read lips,d1a5f760266dda0c5c43_10154890879532217
2017-07-14T14:31:56+0000,d1a5f760266dda0c5c43,12dbd2a472661b62d827,No sound,d1a5f760266dda0c5c43_10154890879532217
2017-07-14T14:42:59+0000,0f08fcadf86ed36a148a,07ecd7a712c77af9c464,There are Muslim NRA members?,0f08fcadf86ed36a148a_10154890879532217
2017-07-14T14:40:59+0000,0f08fcadf86ed36a148a,07ecd7a712c77af9c464,Describe your obsession with guns lol,0f08fcadf86ed36a148a_10154890879532217
2017-07-14T14:34:47+0000,f2f48b602a476cea0c5a,dc02272f841ba42c3539,Sound,f2f48b602a476cea0c5a_10154890879532217
2017-07-14T14:33:26+0000,22e6f8831513c4978b51,d3d585cea83068a43484,HIPPIES!,22e6f8831513c4978b51_10154890879532217
2017-07-14T14:23:43+0000,f668602b2b0df7ddc68b,970263537f587706e401,"I hope it was just a random crime and won't be labeled as a terrorist attack. The good news is the people the criminal attacked are alive and he has been apprehended. The bad news is, now that the attack happened in Egypt and the victims where westerners, someone is going to blame Muslims for it",f668602b2b0df7ddc68b_10154890968202217
2017-07-14T14:27:54+0000,3f2c34f9dc104a939033,918da317f8dd6085103a,The whole world should fight terrorism and not only Egypt.....this terrorism is created and planned by USA to destroy the middle East and unfortunately is funded by Qatar,3f2c34f9dc104a939033_10154890968202217
2017-07-14T14:23:10+0000,464f3f36f896de054083,f4fb95879ad78e7e65ae,"People are turning into animals if not worse.
Why can't we all live in peace and love each other? Hope the family are ok 😞",464f3f36f896de054083_10154890968202217
2017-07-14T14:27:50+0000,108cc8ee2c4a5f3b6c08,b2ac00b8deac1203f813,Every tourist goes to Egypt is a partner in the killing of civilians and demonstrators. Because he goes to a country that knows that its president is a criminal,108cc8ee2c4a5f3b6c08_10154890968202217
2017-07-14T14:29:55+0000,06fa7a75e8ea2af6f3da,5d25558cc3d2330ce1fd,"I think that the Western World should completely abandon the Middle East. No more tourist dollars. No more humanitarian Aid. No more weapons. We don't need their oil. Let them fight each other over which version of Islam is the best. They obviously don't want the Western World to involve themselves, so let's oblige them.",06fa7a75e8ea2af6f3da_10154890968202217
2017-07-14T14:24:28+0000,ccf4bf97bc33cfb20e53,df875869f00b324c4d3e,Isn't this the second time in recent days that Egyptians have attacked tourists ??   7-9 of them jumped an american guy coming out of a bar if I'm not mistaken?,ccf4bf97bc33cfb20e53_10154890968202217
2017-07-14T14:27:47+0000,35cb864f17af4036fe3b,25bfa49252ec34548cdd,"Imagine how loud the Left would be screaming at (for example) UKIP if each if these attacks perpetrated by a Muslim was in fact done in the name of UKIP.
They would be screaming, it would be deafening. But in reality on each and every increasingly common attack by Muslims the Left still insist Islam is a religion of peace.
It has long reached the point that it's not just Jihadi Muslims that are the culprits, it's also those on the Left that protect their ideology.",35cb864f17af4036fe3b_10154890968202217
2017-07-14T14:27:44+0000,b1f0a5387f47a6e89fdf,d440991757518e381507,"So what! It's Mafia bisness, Or just it happened in Islamic Christian country it's called terrorism!!",b1f0a5387f47a6e89fdf_10154890968202217
2017-07-14T14:38:24+0000,ca8aeb92d0a7c6b96b79,b624b07241f179bc94a1,Dee Dawes can't believe I've just been thinking about going there:(,ca8aeb92d0a7c6b96b79_10154890968202217
2017-07-14T14:34:07+0000,af851c77463321b11e37,706eb12166b7d32129e3,"The Luxor massacre was the killing of 62 people, mostly tourists, on 17 November 1997, at Deir el-Bahri, an archaeological site and major tourist attraction across the Nile River from Luxor in Egypt.",af851c77463321b11e37_10154890968202217
2017-07-14T14:36:26+0000,d103df0a993d60a70ebb,a8fbcea76bed7c3ab778,Neil Hank is this enough for them to change the travel status to Hurghada?? 😭😭😭,d103df0a993d60a70ebb_10154890968202217
2017-07-14T14:22:46+0000,f5217d441ceb07d095a4,18c1bc821870ba74a56a,Just not safe to visit anymore. The governments will do nothing to bolster security until the tourists stop going.,f5217d441ceb07d095a4_10154890968202217
2017-07-14T14:38:43+0000,8847951bdb84eda3a94d,4f88a522b66eb05cb9d5,"I'm surprised you're headline didn't read ""Man injured by Egyptian police in Red Sea. You know in the same way your headlines always mention the Palestinian terrorists before the victims in Israel.",8847951bdb84eda3a94d_10154890968202217
2017-07-14T14:34:17+0000,d0c5ea57c6c414a41fb8,c09f239d1c528d9a3773,It's such a pity because Egypt is a beautiful country. I have been to Alexandria and Cairo with my kids and the people were so friendly. It's sad that some crazy people give the rest a bad name.,d0c5ea57c6c414a41fb8_10154890968202217
2017-07-14T14:54:03+0000,54e5b8d2fd41c0a171f3,6d1ad5580c9766b6076b,"Anything can happen anywhere like in London for example. It's bad what's happened there, BUT!!!!  LOVE EGYPT ANYWAY ! MANY OF GOOD MEMORIES WILL STAY WITH ME FOR THE REST OF MY LIFE! Kind ppl , good food, GREAT history!! Love the red sea ! Soon planning to go there. Not scared ..",54e5b8d2fd41c0a171f3_10154890968202217
2017-07-14T14:30:10+0000,2726ec78bea5a55e8497,99280acf9e659ccf8080,"I went Egypt in 1997,I was at the temple of hat Chet Sut luxor, when 62 people died,I've never and will never go back, one holiday i didn't feel safe on.",2726ec78bea5a55e8497_10154890968202217
2017-07-14T14:31:41+0000,4b94c8698767cde4bca8,bfeae00d92eb6f0bd6f8,In Islam it s the duty of Islamic state to protect minorities and guests. And those who violate shoul b brought to book. As a Muslim I would stab those criminals even risking my life.,4b94c8698767cde4bca8_10154890968202217
2017-07-14T14:43:54+0000,f1f115b21fa44f0a2edb,d755c8db3123d3bc2a63,"Shame for Egypt..
Egypt tourism should be booming..
365 days beautiful weather.
Beautiful Beaches red sea and corals.
The pyramids. The Nile. Tutankhamun. Sphinx. Thousands of years of history..
It has everything and all gone to pot..",f1f115b21fa44f0a2edb_10154890968202217
2017-07-14T14:51:52+0000,563f3405aa7cb41501ad,265a7f6804d0692daf5a,Won a trip to Hurghada last year. asked about security and was told the resort has lots of security at the front gate. Asked about security on the beach and the guy asked we why should the resort put security on the beach? Well you have your answer. Needless to say I did not go.,563f3405aa7cb41501ad_10154890968202217
2017-07-14T14:36:38+0000,4eebc8291241f2e444b6,8767fc9d2ac8017e3749,"If you want to tour africa,please you welcome to south africa,we the only secular country in africa and very tolerant folks.thank",4eebc8291241f2e444b6_10154890968202217
2017-07-14T14:50:38+0000,4750f405ce2a1e5ef381,ec47f314c0b30e1daed7,The police have arrested the perpetrator in Hurghada. 2 victims dead; 4 in the hospital. Whoever did this is trying to further sabotage tourism in Hurghada and Egypt at large. Egypt is very dependent on tourism but has been hurting since the failed Revolution in 2011.,4750f405ce2a1e5ef381_10154890968202217
2017-07-14T14:41:16+0000,e9c3f65601e3cccd453f,da6c114ae763bd74e94e,Growing up  whenever Egypt came up in a conversation. It was one of the beacons of tourist attractions. Conservatism and violence has brought down the grace of such beacons kind of like how Turkey is now. It's just depressing really. Hope they get the SOB who did this and I hope the wounded get better 😥😥,e9c3f65601e3cccd453f_10154890968202217
2017-07-14T14:29:10+0000,407d4093e892d285d886,4b26c7f843b6841765a1,"Egypt you say?, without even clicking...let me guess.....Mmmm Islam was involved??",407d4093e892d285d886_10154890968202217
2017-07-14T14:36:00+0000,4158b60ee2d6214586de,ecbe75b99965ca55c417,The intent is to destroy Egypt's tourist industry and weaken its economy. So far the tactic seems to be working. Anyone who likes Egypt and Egyptians should be concerned.,4158b60ee2d6214586de_10154890968202217
2017-07-14T14:49:12+0000,15589da823784ace0ed8,6b97f348ea7022270bbd,"Having been there this year the Egyptians themselves fear and deplore these acts which are condemning their already poor lives to poverty.
The only people these terrorists really hurt is their own compatriots. I've always found the Egyptians to be lovely people and I will happily travel there again. If your number is up then it won't matter where in the world you are.",15589da823784ace0ed8_10154890968202217
